"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,12,"MQ","Envoy Air","BNA","Nashville, TN: Nashville International",146.00,44.00,8.70,1.49,13.30,0.00,20.51,0.00,0.00,2451.00,419.00,53.00,483.00,0.00,1496.00,
2019,12,"MQ","Envoy Air","BOI","Boise, ID: Boise Air Terminal",87.00,21.00,4.20,2.48,8.99,0.00,5.33,0.00,2.00,1347.00,282.00,166.00,275.00,0.00,624.00,
2019,12,"MQ","Envoy Air","BPT","Beaumont/Port Arthur, TX: Jack Brooks Regional",79.00,7.00,2.03,1.00,0.00,0.00,3.97,3.00,0.00,1051.00,49.00,726.00,0.00,0.00,276.00,
2019,12,"MQ","Envoy Air","BRO","Brownsville, TX: Brownsville South Padre Island International",66.00,6.00,1.00,0.09,0.43,0.00,4.48,0.00,0.00,391.00,66.00,11.00,10.00,0.00,304.00,
2019,12,"MQ","Envoy Air","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",106.00,16.00,5.32,1.31,4.31,0.00,5.07,2.00,0.00,915.00,227.00,88.00,169.00,0.00,431.00,
2019,12,"MQ","Envoy Air","BUF","Buffalo, NY: Buffalo Niagara International",133.00,30.00,8.54,1.68,9.91,0.00,9.87,1.00,0.00,1444.00,535.00,77.00,339.00,0.00,493.00,
2019,12,"MQ","Envoy Air","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",63.00,22.00,5.86,1.98,5.15,0.00,9.02,1.00,0.00,1359.00,348.00,104.00,191.00,0.00,716.00,
2019,12,"MQ","Envoy Air","BZN","Bozeman, MT: Bozeman Yellowstone International",31.00,6.00,1.32,0.38,3.00,0.00,1.31,0.00,0.00,172.00,29.00,13.00,76.00,0.00,54.00,
2019,12,"MQ","Envoy Air","CAE","Columbia, SC: Columbia Metropolitan",98.00,31.00,3.99,1.84,10.01,0.00,15.16,0.00,0.00,2307.00,229.00,329.00,377.00,0.00,1372.00,
2019,12,"MQ","Envoy Air","CHA","Chattanooga, TN: Lovell Field",42.00,10.00,2.87,0.04,1.61,0.00,5.48,0.00,0.00,480.00,94.00,2.00,59.00,0.00,325.00,
2019,12,"MQ","Envoy Air","CHO","Charlottesville, VA: Charlottesville Albemarle",114.00,24.00,6.56,3.50,7.35,0.00,6.59,3.00,1.00,1343.00,265.00,442.00,276.00,0.00,360.00,
2019,12,"MQ","Envoy Air","CHS","Charleston, SC: Charleston AFB/International",100.00,14.00,2.79,0.95,4.97,0.00,5.29,1.00,0.00,763.00,74.00,86.00,185.00,0.00,418.00,
2019,12,"MQ","Envoy Air","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",265.00,60.00,9.65,6.21,21.20,0.00,22.93,4.00,0.00,3271.00,309.00,459.00,766.00,0.00,1737.00,
2019,12,"MQ","Envoy Air","CLE","Cleveland, OH: Cleveland-Hopkins International",191.00,36.00,5.75,2.44,12.94,0.00,14.87,4.00,0.00,2339.00,307.00,280.00,439.00,0.00,1313.00,
2019,12,"MQ","Envoy Air","CLL","College Station/Bryan, TX: Easterwood Field",74.00,8.00,1.04,0.06,1.35,0.00,5.55,1.00,1.00,673.00,70.00,2.00,77.00,0.00,524.00,
2019,12,"MQ","Envoy Air","CLT","Charlotte, NC: Charlotte Douglas International",413.00,70.00,19.23,1.90,13.29,0.00,35.58,6.00,0.00,4581.00,1601.00,204.00,337.00,0.00,2439.00,
2019,12,"MQ","Envoy Air","CMH","Columbus, OH: John Glenn Columbus International",414.00,77.00,14.49,3.61,20.99,0.00,37.91,5.00,0.00,5557.00,1201.00,423.00,935.00,0.00,2998.00,
2019,12,"MQ","Envoy Air","CMI","Champaign/Urbana, IL: University of Illinois/Willard",242.00,54.00,16.58,4.25,12.16,0.00,21.01,1.00,0.00,3197.00,816.00,361.00,505.00,0.00,1515.00,
2019,12,"MQ","Envoy Air","COS","Colorado Springs, CO: City of Colorado Springs Municipal",27.00,6.00,1.00,0.18,1.65,0.00,3.17,0.00,0.00,559.00,16.00,27.00,73.00,0.00,443.00,
2019,12,"MQ","Envoy Air","COU","Columbia, MO: Columbia Regional",17.00,6.00,0.04,1.26,3.43,0.00,1.27,0.00,0.00,246.00,1.00,47.00,80.00,0.00,118.00,
2019,12,"MQ","Envoy Air","CRP","Corpus Christi, TX: Corpus Christi International",118.00,24.00,4.29,2.91,7.81,0.00,8.98,1.00,1.00,1664.00,162.00,733.00,277.00,0.00,492.00,
2019,12,"MQ","Envoy Air","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",447.00,105.00,19.19,8.87,31.71,0.00,45.22,3.00,3.00,6736.00,1183.00,730.00,1355.00,0.00,3468.00,
2019,12,"MQ","Envoy Air","CWA","Mosinee, WI: Central Wisconsin",85.00,12.00,2.28,1.47,5.04,0.00,3.21,6.00,3.00,789.00,161.00,123.00,206.00,0.00,299.00,
2019,12,"MQ","Envoy Air","DAY","Dayton, OH: James M Cox/Dayton International",105.00,16.00,3.39,1.24,4.26,0.00,7.11,2.00,0.00,1017.00,193.00,272.00,137.00,0.00,415.00,
2019,12,"MQ","Envoy Air","DBQ","Dubuque, IA: Dubuque Regional",89.00,23.00,6.14,2.83,5.71,0.00,8.33,6.00,0.00,1101.00,268.00,124.00,205.00,0.00,504.00,
2019,12,"MQ","Envoy Air","DCA","Washington, DC: Ronald Reagan Washington National",114.00,16.00,4.82,0.44,5.83,0.00,4.91,0.00,0.00,919.00,189.00,15.00,188.00,0.00,527.00,
2019,12,"MQ","Envoy Air","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",5472.00,1016.00,199.30,71.76,290.23,5.76,448.95,63.00,38.00,80433.00,18482.00,10894.00,12890.00,194.00,37973.00,
2019,12,"MQ","Envoy Air","DLH","Duluth, MN: Duluth International",61.00,8.00,0.64,2.15,1.12,0.00,4.09,4.00,0.00,646.00,16.00,227.00,117.00,0.00,286.00,
2019,12,"MQ","Envoy Air","DRT","Del Rio, TX: Del Rio International",62.00,7.00,0.55,0.07,0.44,0.00,5.95,0.00,0.00,385.00,28.00,8.00,7.00,0.00,342.00,
2019,12,"MQ","Envoy Air","DSM","Des Moines, IA: Des Moines International",99.00,18.00,1.71,1.25,6.49,0.00,8.55,4.00,0.00,798.00,52.00,87.00,238.00,0.00,421.00,
2019,12,"MQ","Envoy Air","DTW","Detroit, MI: Detroit Metro Wayne County",70.00,14.00,2.03,0.30,5.64,0.00,6.03,2.00,0.00,651.00,41.00,18.00,230.00,0.00,362.00,
2019,12,"MQ","Envoy Air","ELP","El Paso, TX: El Paso International",84.00,18.00,2.73,1.54,8.14,0.00,5.58,0.00,0.00,955.00,147.00,84.00,257.00,0.00,467.00,
2019,12,"MQ","Envoy Air","EVV","Evansville, IN: Evansville Regional",62.00,14.00,2.66,0.51,1.17,0.00,9.65,0.00,0.00,648.00,157.00,49.00,36.00,0.00,406.00,
2019,12,"MQ","Envoy Air","EWR","Newark, NJ: Newark Liberty International",13.00,9.00,1.37,0.00,5.78,0.00,1.85,0.00,0.00,1180.00,225.00,0.00,471.00,0.00,484.00,
2019,12,"MQ","Envoy Air","EYW","Key West, FL: Key West International",48.00,8.00,1.06,0.33,6.50,0.00,0.11,0.00,0.00,329.00,61.00,16.00,245.00,0.00,7.00,
2019,12,"MQ","Envoy Air","FAR","Fargo, ND: Hector International",144.00,35.00,8.68,3.23,9.81,0.00,13.27,7.00,0.00,2041.00,433.00,281.00,347.00,0.00,980.00,
2019,12,"MQ","Envoy Air","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",46.00,6.00,0.51,0.48,0.28,0.00,4.72,1.00,0.00,448.00,29.00,14.00,17.00,0.00,388.00,
2019,12,"MQ","Envoy Air","FNT","Flint, MI: Bishop International",115.00,26.00,7.21,1.48,6.71,0.00,10.59,2.00,0.00,1619.00,440.00,110.00,302.00,0.00,767.00,
2019,12,"MQ","Envoy Air","FSD","Sioux Falls, SD: Joe Foss Field",44.00,16.00,3.06,3.54,3.04,0.00,6.37,3.00,0.00,1019.00,172.00,285.00,152.00,0.00,410.00,
2019,12,"MQ","Envoy Air","FSM","Fort Smith, AR: Fort Smith Regional",76.00,8.00,3.00,0.02,1.15,0.00,3.82,0.00,1.00,625.00,247.00,3.00,49.00,0.00,326.00,
2019,12,"MQ","Envoy Air","FWA","Fort Wayne, IN: Fort Wayne International",69.00,12.00,3.87,1.86,5.04,0.00,1.23,3.00,1.00,629.00,166.00,141.00,254.00,0.00,68.00,
2019,12,"MQ","Envoy Air","GCK","Garden City, KS: Garden City Regional",62.00,7.00,2.56,1.42,1.84,0.00,1.17,0.00,0.00,393.00,157.00,105.00,48.00,0.00,83.00,
2019,12,"MQ","Envoy Air","GEG","Spokane, WA: Spokane International",24.00,1.00,0.43,0.00,0.00,0.00,0.57,0.00,0.00,286.00,122.00,0.00,0.00,0.00,164.00,
2019,12,"MQ","Envoy Air","GGG","Longview, TX: East Texas Regional",80.00,5.00,1.00,2.10,0.15,0.00,1.76,0.00,0.00,444.00,20.00,232.00,16.00,0.00,176.00,
2019,12,"MQ","Envoy Air","GJT","Grand Junction, CO: Grand Junction Regional",80.00,16.00,4.44,0.20,5.52,0.00,5.84,1.00,0.00,639.00,144.00,12.00,184.00,0.00,299.00,
2019,12,"MQ","Envoy Air","GNV","Gainesville, FL: Gainesville Regional",89.00,10.00,2.70,0.14,1.97,0.00,5.19,0.00,0.00,335.00,104.00,3.00,56.00,0.00,172.00,
2019,12,"MQ","Envoy Air","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",16.00,3.00,2.08,0.00,0.06,0.00,0.87,0.00,0.00,178.00,95.00,0.00,5.00,0.00,78.00,
2019,12,"MQ","Envoy Air","GRB","Green Bay, WI: Green Bay Austin Straubel International",81.00,11.00,1.00,3.25,1.93,0.00,4.82,5.00,0.00,992.00,23.00,583.00,75.00,0.00,311.00,
2019,12,"MQ","Envoy Air","GRI","Grand Island, NE: Central Nebraska Regional",65.00,8.00,4.62,0.52,0.53,0.00,2.33,1.00,1.00,347.00,202.00,43.00,8.00,0.00,94.00,
2019,12,"MQ","Envoy Air","GRK","Killeen, TX: Robert Gray AAF",197.00,32.00,8.53,3.97,7.58,0.00,11.93,4.00,0.00,1650.00,412.00,259.00,195.00,0.00,784.00,
2019,12,"MQ","Envoy Air","GRR","Grand Rapids, MI: Gerald R. Ford International",155.00,39.00,5.25,4.19,16.10,0.00,13.47,5.00,0.00,2404.00,235.00,869.00,565.00,0.00,735.00,
2019,12,"MQ","Envoy Air","GSO","Greensboro/High Point, NC: Piedmont Triad International",302.00,75.00,13.21,2.24,21.35,0.00,38.21,2.00,0.00,4057.00,520.00,163.00,840.00,0.00,2534.00,
2019,12,"MQ","Envoy Air","GSP","Greer, SC: Greenville-Spartanburg International",154.00,27.00,4.87,1.14,5.32,0.00,15.67,2.00,0.00,1659.00,123.00,76.00,283.00,0.00,1177.00,
2019,12,"MQ","Envoy Air","HDN","Hayden, CO: Yampa Valley",14.00,3.00,0.09,0.39,0.85,0.00,1.68,0.00,0.00,230.00,4.00,32.00,43.00,0.00,151.00,
2019,12,"MQ","Envoy Air","HOU","Houston, TX: William P Hobby",45.00,6.00,0.66,0.04,1.81,0.00,3.49,0.00,0.00,449.00,35.00,8.00,46.00,0.00,360.00,
2019,12,"MQ","Envoy Air","HRL","Harlingen/San Benito, TX: Valley International",87.00,10.00,2.01,1.38,0.73,0.00,5.87,1.00,2.00,1211.00,89.00,554.00,39.00,0.00,529.00,
2019,12,"MQ","Envoy Air","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",43.00,10.00,1.50,0.80,2.68,0.00,5.02,0.00,0.00,504.00,80.00,49.00,118.00,0.00,257.00,
2019,12,"MQ","Envoy Air","IAH","Houston, TX: George Bush Intercontinental/Houston",50.00,11.00,1.28,0.92,4.72,0.00,4.08,0.00,0.00,511.00,25.00,84.00,175.00,0.00,227.00,
2019,12,"MQ","Envoy Air","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",134.00,30.00,5.26,2.63,7.94,0.00,14.17,2.00,0.00,1771.00,381.00,173.00,330.00,0.00,887.00,
2019,12,"MQ","Envoy Air","ILM","Wilmington, NC: Wilmington International",90.00,21.00,6.06,0.65,6.37,0.00,7.93,1.00,0.00,1680.00,534.00,103.00,459.00,0.00,584.00,
2019,12,"MQ","Envoy Air","IND","Indianapolis, IN: Indianapolis International",153.00,36.00,5.44,0.35,15.64,0.00,14.57,1.00,0.00,1777.00,290.00,10.00,479.00,0.00,998.00,
2019,12,"MQ","Envoy Air","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"MQ","Envoy Air","JAX","Jacksonville, FL: Jacksonville International",134.00,17.00,2.98,0.68,5.70,0.00,7.64,1.00,0.00,576.00,85.00,24.00,162.00,0.00,305.00,
2019,12,"MQ","Envoy Air","JFK","New York, NY: John F. Kennedy International",411.00,114.00,20.89,1.24,42.80,0.00,49.07,5.00,3.00,6521.00,791.00,82.00,2541.00,0.00,3107.00,
2019,12,"MQ","Envoy Air","JLN","Joplin, MO: Joplin Regional",117.00,28.00,7.40,2.96,4.95,0.00,12.70,5.00,2.00,1499.00,300.00,135.00,177.00,0.00,887.00,
2019,12,"MQ","Envoy Air","LAN","Lansing, MI: Capital Region International",60.00,13.00,3.88,0.75,2.78,0.00,5.59,1.00,0.00,795.00,100.00,47.00,172.00,0.00,476.00,
2019,12,"MQ","Envoy Air","LAW","Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",54.00,11.00,2.14,0.00,0.50,0.00,8.36,1.00,0.00,566.00,125.00,0.00,27.00,0.00,414.00,
2019,12,"MQ","Envoy Air","LBB","Lubbock, TX: Lubbock Preston Smith International",14.00,2.00,1.14,0.00,0.60,0.00,0.26,1.00,0.00,62.00,26.00,0.00,25.00,0.00,11.00,
2019,12,"MQ","Envoy Air","LCH","Lake Charles, LA: Lake Charles Regional",78.00,11.00,4.86,1.00,0.88,0.00,4.26,1.00,0.00,1130.00,235.00,717.00,36.00,0.00,142.00,
2019,12,"MQ","Envoy Air","LEX","Lexington, KY: Blue Grass",164.00,32.00,7.84,2.10,7.07,0.00,14.99,0.00,1.00,2428.00,474.00,283.00,336.00,0.00,1335.00,
2019,12,"MQ","Envoy Air","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",18.00,3.00,1.80,0.00,0.20,0.00,1.00,0.00,0.00,268.00,70.00,0.00,7.00,0.00,191.00,
2019,12,"MQ","Envoy Air","LGA","New York, NY: LaGuardia",640.00,196.00,23.89,7.73,104.24,0.00,60.14,17.00,7.00,15601.00,2283.00,477.00,8020.00,0.00,4821.00,
2019,12,"MQ","Envoy Air","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",326.00,56.00,13.97,3.75,13.04,0.00,25.24,1.00,0.00,3079.00,580.00,304.00,473.00,0.00,1722.00,
2019,12,"MQ","Envoy Air","LRD","Laredo, TX: Laredo International",81.00,6.00,1.69,0.00,0.15,0.00,4.16,1.00,0.00,364.00,93.00,0.00,6.00,0.00,265.00,
2019,12,"MQ","Envoy Air","LSE","La Crosse, WI: La Crosse Regional",53.00,10.00,1.44,1.03,1.71,0.00,5.83,1.00,0.00,645.00,78.00,35.00,101.00,0.00,431.00,
2019,12,"MQ","Envoy Air","MCI","Kansas City, MO: Kansas City International",73.00,16.00,4.74,1.16,3.57,0.00,6.54,0.00,0.00,699.00,194.00,54.00,140.00,0.00,311.00,
2019,12,"MQ","Envoy Air","MDT","Harrisburg, PA: Harrisburg International",95.00,16.00,3.10,0.46,6.58,0.00,5.86,0.00,0.00,692.00,87.00,34.00,242.00,0.00,329.00,
2019,12,"MQ","Envoy Air","MEM","Memphis, TN: Memphis International",177.00,33.00,6.19,2.44,14.41,0.00,9.95,0.00,0.00,1409.00,277.00,57.00,561.00,0.00,514.00,
2019,12,"MQ","Envoy Air","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",66.00,14.00,2.21,0.86,5.27,0.00,5.66,2.00,0.00,993.00,187.00,30.00,274.00,0.00,502.00,
2019,12,"MQ","Envoy Air","MGM","Montgomery, AL: Montgomery Regional",37.00,8.00,4.59,0.23,0.10,0.00,3.08,0.00,0.00,268.00,134.00,11.00,2.00,0.00,121.00,
2019,12,"MQ","Envoy Air","MHK","Manhattan/Ft. Riley, KS: Manhattan Regional",112.00,18.00,2.85,2.00,3.91,0.00,9.24,0.00,1.00,1151.00,92.00,179.00,257.00,0.00,623.00,
2019,12,"MQ","Envoy Air","MIA","Miami, FL: Miami International",1078.00,245.00,79.05,1.41,70.88,1.40,92.27,2.00,1.00,15111.00,6730.00,36.00,2296.00,28.00,6021.00,
2019,12,"MQ","Envoy Air","MLI","Moline, IL: Quad City International",81.00,15.00,2.21,0.83,2.87,0.00,9.10,2.00,0.00,910.00,123.00,53.00,102.00,0.00,632.00,
2019,12,"MQ","Envoy Air","MLU","Monroe, LA: Monroe Regional",56.00,12.00,2.12,2.40,0.73,0.00,6.76,1.00,1.00,651.00,81.00,129.00,35.00,0.00,406.00,
2019,12,"MQ","Envoy Air","MOB","Mobile, AL: Mobile Regional",48.00,9.00,2.82,1.00,4.57,0.00,0.61,0.00,0.00,526.00,248.00,31.00,164.00,0.00,83.00,
2019,12,"MQ","Envoy Air","MQT","Marquette, MI: Sawyer International",31.00,8.00,1.27,1.49,1.00,0.00,4.24,3.00,0.00,4337.00,124.00,1397.00,20.00,0.00,2796.00,
2019,12,"MQ","Envoy Air","MRY","Monterey, CA: Monterey Regional",31.00,5.00,1.59,0.00,2.47,0.00,0.94,0.00,0.00,203.00,56.00,0.00,56.00,0.00,91.00,
2019,12,"MQ","Envoy Air","MSN","Madison, WI: Dane County Regional-Truax Field",150.00,32.00,3.86,0.37,12.56,0.00,15.20,3.00,0.00,1785.00,165.00,36.00,442.00,0.00,1142.00,
2019,12,"MQ","Envoy Air","MSO","Missoula, MT: Missoula International",31.00,5.00,1.11,0.04,1.95,0.00,1.90,0.00,0.00,131.00,35.00,1.00,44.00,0.00,51.00,
2019,12,"MQ","Envoy Air","MSP","Minneapolis, MN: Minneapolis-St Paul International",15.00,4.00,0.00,0.03,2.14,0.00,1.83,0.00,0.00,391.00,0.00,9.00,84.00,0.00,298.00,
2019,12,"MQ","Envoy Air","MSY","New Orleans, LA: Louis Armstrong New Orleans International",59.00,15.00,3.21,1.62,4.58,0.00,5.59,1.00,0.00,818.00,158.00,46.00,200.00,0.00,414.00,
2019,12,"MQ","Envoy Air","MTJ","Montrose/Delta, CO: Montrose Regional",14.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,160.00,
2019,12,"MQ","Envoy Air","MYR","Myrtle Beach, SC: Myrtle Beach International",3.00,1.00,0.57,0.00,0.43,0.00,0.00,0.00,0.00,23.00,13.00,0.00,10.00,0.00,0.00,
2019,12,"MQ","Envoy Air","OKC","Oklahoma City, OK: Will Rogers World",27.00,4.00,1.39,0.16,1.64,0.00,0.80,1.00,1.00,187.00,30.00,20.00,39.00,0.00,98.00,
2019,12,"MQ","Envoy Air","OMA","Omaha, NE: Eppley Airfield",141.00,23.00,2.51,1.46,5.29,0.00,13.73,1.00,0.00,1206.00,178.00,43.00,266.00,0.00,719.00,
2019,12,"MQ","Envoy Air","ORD","Chicago, IL: Chicago O'Hare International",5428.00,1261.00,199.11,64.15,414.85,0.36,582.52,110.00,2.00,88488.00,18350.00,9430.00,19238.00,7.00,41463.00,
2019,12,"MQ","Envoy Air","ORF","Norfolk, VA: Norfolk International",293.00,68.00,13.98,2.06,21.53,0.00,30.43,2.00,1.00,4092.00,826.00,122.00,869.00,0.00,2275.00,
2019,12,"MQ","Envoy Air","PGV","Greenville, NC: Pitt Greenville",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"MQ","Envoy Air","PHL","Philadelphia, PA: Philadelphia International",27.00,7.00,1.52,0.00,4.44,0.00,1.04,1.00,0.00,468.00,83.00,0.00,314.00,0.00,71.00,
2019,12,"MQ","Envoy Air","PIA","Peoria, IL: General Downing - Peoria International",74.00,21.00,2.82,3.29,7.16,0.00,7.72,1.00,0.00,1227.00,189.00,235.00,281.00,0.00,522.00,
2019,12,"MQ","Envoy Air","PIT","Pittsburgh, PA: Pittsburgh International",185.00,38.00,6.79,3.11,13.62,0.00,14.48,2.00,3.00,2257.00,370.00,219.00,631.00,0.00,1037.00,
2019,12,"MQ","Envoy Air","PNS","Pensacola, FL: Pensacola International",104.00,20.00,6.09,0.00,6.26,0.00,7.65,0.00,0.00,580.00,221.00,0.00,140.00,0.00,219.00,
2019,12,"MQ","Envoy Air","PVD","Providence, RI: Theodore Francis Green State",58.00,9.00,1.40,0.73,4.90,0.00,1.98,0.00,0.00,551.00,75.00,97.00,236.00,0.00,143.00,
2019,12,"MQ","Envoy Air","RDU","Raleigh/Durham, NC: Raleigh-Durham International",83.00,19.00,5.11,1.00,5.71,0.00,7.17,2.00,0.00,1098.00,447.00,20.00,207.00,0.00,424.00,
2019,12,"MQ","Envoy Air","RIC","Richmond, VA: Richmond International",208.00,31.00,7.94,2.29,10.34,0.00,10.43,3.00,0.00,1379.00,221.00,106.00,507.00,0.00,545.00,
2019,12,"MQ","Envoy Air","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",28.00,9.00,1.14,0.84,3.74,0.00,3.28,0.00,0.00,408.00,52.00,42.00,112.00,0.00,202.00,
2019,12,"MQ","Envoy Air","ROC","Rochester, NY: Greater Rochester International",61.00,6.00,1.60,0.05,3.31,0.00,1.03,1.00,0.00,438.00,163.00,7.00,163.00,0.00,105.00,
2019,12,"MQ","Envoy Air","ROW","Roswell, NM: Roswell International Air Center",13.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,127.00,0.00,0.00,0.00,0.00,127.00,
2019,12,"MQ","Envoy Air","RST","Rochester, MN: Rochester International",115.00,25.00,4.97,3.64,8.02,0.00,8.38,1.00,0.00,1530.00,185.00,301.00,427.00,0.00,617.00,
2019,12,"MQ","Envoy Air","SAT","San Antonio, TX: San Antonio International",30.00,6.00,0.00,0.40,2.85,0.00,2.75,0.00,0.00,198.00,0.00,19.00,75.00,0.00,104.00,
2019,12,"MQ","Envoy Air","SAV","Savannah, GA: Savannah/Hilton Head International",71.00,13.00,4.77,0.00,4.14,0.00,4.08,0.00,1.00,805.00,465.00,0.00,129.00,0.00,211.00,
2019,12,"MQ","Envoy Air","SBA","Santa Barbara, CA: Santa Barbara Municipal",60.00,11.00,1.56,0.24,4.51,0.00,4.68,0.00,1.00,428.00,57.00,20.00,95.00,0.00,256.00,
2019,12,"MQ","Envoy Air","SBP","San Luis Obispo, CA: San Luis County Regional",31.00,4.00,1.96,0.38,1.65,0.00,0.00,0.00,0.00,225.00,177.00,10.00,38.00,0.00,0.00,
2019,12,"MQ","Envoy Air","SCE","State College, PA: University Park",47.00,13.00,3.89,1.01,4.41,0.00,3.70,0.00,0.00,853.00,392.00,18.00,244.00,0.00,199.00,
2019,12,"MQ","Envoy Air","SDF","Louisville, KY: Louisville Muhammad Ali International",129.00,24.00,4.49,3.54,6.55,0.00,9.43,1.00,0.00,1838.00,263.00,303.00,299.00,0.00,973.00,
2019,12,"MQ","Envoy Air","SGF","Springfield, MO: Springfield-Branson National",408.00,84.00,23.01,4.97,20.46,0.00,35.56,1.00,3.00,5022.00,1244.00,371.00,743.00,0.00,2664.00,
2019,12,"MQ","Envoy Air","SHV","Shreveport, LA: Shreveport Regional",86.00,16.00,4.19,0.35,8.19,0.00,3.26,3.00,0.00,572.00,123.00,29.00,196.00,0.00,224.00,
2019,12,"MQ","Envoy Air","SJT","San Angelo, TX: San Angelo Regional/Mathis Field",164.00,21.00,5.22,2.50,2.80,0.00,10.48,0.00,0.00,1096.00,279.00,92.00,102.00,0.00,623.00,
2019,12,"MQ","Envoy Air","SPI","Springfield, IL: Abraham Lincoln Capital",82.00,8.00,2.94,0.74,2.19,0.00,2.12,0.00,0.00,465.00,157.00,81.00,100.00,0.00,127.00,
2019,12,"MQ","Envoy Air","SPS","Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",102.00,9.00,3.30,0.99,0.23,0.00,4.48,2.00,1.00,527.00,173.00,84.00,19.00,0.00,251.00,
2019,12,"MQ","Envoy Air","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",36.00,9.00,4.08,0.07,0.58,0.00,4.27,0.00,0.00,746.00,333.00,7.00,22.00,0.00,384.00,
2019,12,"MQ","Envoy Air","STL","St. Louis, MO: St Louis Lambert International",52.00,10.00,1.67,1.02,2.95,0.00,4.35,0.00,0.00,379.00,46.00,50.00,114.00,0.00,169.00,
2019,12,"MQ","Envoy Air","STS","Santa Rosa, CA: Charles M. Schulz - Sonoma County",31.00,12.00,0.53,0.10,9.47,0.00,1.90,0.00,2.00,534.00,11.00,21.00,233.00,0.00,269.00,
2019,12,"MQ","Envoy Air","SUX","Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",123.00,21.00,2.56,0.18,6.57,0.00,11.68,1.00,0.00,1104.00,132.00,23.00,262.00,0.00,687.00,
2019,12,"MQ","Envoy Air","SWO","Stillwater, OK: Stillwater Regional",68.00,8.00,3.49,0.00,0.36,0.00,4.16,0.00,0.00,313.00,167.00,0.00,14.00,0.00,132.00,
2019,12,"MQ","Envoy Air","SYR","Syracuse, NY: Syracuse Hancock International",34.00,7.00,1.17,1.11,2.22,0.00,2.50,0.00,0.00,368.00,36.00,33.00,95.00,0.00,204.00,
2019,12,"MQ","Envoy Air","TLH","Tallahassee, FL: Tallahassee International",156.00,33.00,5.13,0.81,6.48,0.00,20.58,0.00,0.00,1996.00,284.00,91.00,190.00,0.00,1431.00,
2019,12,"MQ","Envoy Air","TOL","Toledo, OH: Toledo Express",89.00,17.00,3.90,0.64,3.81,0.00,8.65,0.00,0.00,1171.00,196.00,82.00,192.00,0.00,701.00,
2019,12,"MQ","Envoy Air","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",75.00,11.00,4.54,0.85,1.02,0.00,4.59,0.00,0.00,854.00,153.00,131.00,39.00,0.00,531.00,
2019,12,"MQ","Envoy Air","TUL","Tulsa, OK: Tulsa International",145.00,22.00,5.73,2.94,3.96,0.00,9.37,1.00,0.00,1394.00,206.00,122.00,180.00,0.00,886.00,
2019,12,"MQ","Envoy Air","TVC","Traverse City, MI: Cherry Capital",76.00,21.00,5.62,1.81,4.35,0.00,9.22,5.00,0.00,879.00,266.00,61.00,140.00,0.00,412.00,
2019,12,"MQ","Envoy Air","TXK","Texarkana, AR: Texarkana Regional-Webb Field",90.00,9.00,4.42,0.09,0.29,0.00,4.20,3.00,0.00,584.00,352.00,2.00,11.00,0.00,219.00,
2019,12,"MQ","Envoy Air","TYR","Tyler, TX: Tyler Pounds Regional",145.00,21.00,6.62,3.09,1.00,0.00,10.28,2.00,1.00,1508.00,667.00,194.00,37.00,0.00,610.00,
2019,12,"MQ","Envoy Air","TYS","Knoxville, TN: McGhee Tyson",81.00,22.00,4.49,1.80,9.24,0.00,6.48,1.00,0.00,1082.00,199.00,138.00,282.00,0.00,463.00,
2019,12,"MQ","Envoy Air","XNA","Fayetteville, AR: Northwest Arkansas Regional",406.00,73.00,16.73,3.53,20.27,0.00,32.47,3.00,1.00,4435.00,947.00,219.00,913.00,0.00,2356.00,
